grantedModule,grantedAction,checkedModule,checkedAction,expectedAllowed,actualStatus,matchesExpectation,knownIssue
parties,create,expenses,edit,false,403,true,""
parties,create,expenses,delete,false,403,true,""
parties,create,locations,view,false,403,true,""
parties,create,locations,create,false,403,true,""
parties,create,locations,edit,false,403,true,""
parties,create,locations,delete,false,403,true,""
parties,create,reports,view,false,403,true,""
parties,create,settings,view,false,403,true,""
parties,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
parties,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
parties,create,returns,view,false,403,true,""
parties,create,returns,create,false,403,true,""
parties,create,returns,approve,false,403,true,""
parties,create,users,view,false,403,true,""
parties,create,users,create,false,403,true,""
parties,create,users,edit,false,403,true,""
parties,create,users,delete,false,403,true,""
parties,create,billing,view,false,403,true,""
parties,create,billing,create,false,403,true,""
parties,create,billing,edit,false,403,true,""
parties,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
parties,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
parties,edit,dashboard,view,false,403,true,""
parties,edit,dashboard,export,false,403,true,""
parties,edit,catalog,view,false,403,true,""
parties,edit,catalog,create,false,403,true,""
parties,edit,catalog,edit,false,403,true,""
parties,edit,catalog,delete,false,403,true,""
parties,edit,inventory,view,false,403,true,""
parties,edit,inventory,create,false,403,true,""
parties,edit,inventory,edit,false,403,true,""
parties,edit,procurement,view,false,403,true,""
parties,edit,procurement,create,false,403,true,""
parties,edit,procurement,edit,false,403,true,""
parties,edit,procurement,delete,false,403,true,""
parties,edit,procurement,approve,false,403,true,""
parties,edit,production,view,false,403,true,""
parties,edit,production,create,false,403,true,""
parties,edit,production,edit,false,403,true,""
parties,edit,production,delete,false,403,true,""
parties,edit,shift_log,view,false,403,true,""
parties,edit,shift_log,create,false,403,true,""
parties,edit,shift_log,delete,false,403,true,""
parties,edit,sales,view,false,403,true,""
parties,edit,sales,create,false,403,true,""
parties,edit,sales,edit,false,403,true,""
parties,edit,sales,delete,false,403,true,""
parties,edit,sales,approve,false,403,true,""
parties,edit,sales,export,false,403,true,""
parties,edit,parties,view,false,403,true,""
parties,edit,parties,create,false,403,true,""
parties,edit,parties,edit,true,404,true,""
parties,edit,parties,delete,false,403,true,""
parties,edit,expenses,view,false,403,true,""
parties,edit,expenses,create,false,403,true,""
parties,edit,expenses,edit,false,403,true,""
parties,edit,expenses,delete,false,403,true,""
parties,edit,locations,view,false,403,true,""
parties,edit,locations,create,false,403,true,""
parties,edit,locations,edit,false,403,true,""
parties,edit,locations,delete,false,403,true,""
parties,edit,reports,view,false,403,true,""
parties,edit,settings,view,false,403,true,""
parties,edit,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
parties,edit,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
parties,edit,returns,view,false,403,true,""
parties,edit,returns,create,false,403,true,""
parties,edit,returns,approve,false,403,true,""
parties,edit,users,view,false,403,true,""
parties,edit,users,create,false,403,true,""
parties,edit,users,edit,false,403,true,""
parties,edit,users,delete,false,403,true,""
parties,edit,billing,view,false,403,true,""
parties,edit,billing,create,false,403,true,""
parties,edit,billing,edit,false,403,true,""
parties,edit,stock_transfers,view,false,200,false,"no permission check on GET at all"
parties,edit,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
parties,delete,dashboard,view,false,403,true,""
parties,delete,dashboard,export,false,403,true,""
parties,delete,catalog,view,false,403,true,""
parties,delete,catalog,create,false,403,true,""
parties,delete,catalog,edit,false,403,true,""
parties,delete,catalog,delete,false,403,true,""
parties,delete,inventory,view,false,403,true,""
parties,delete,inventory,create,false,403,true,""
parties,delete,inventory,edit,false,403,true,""
parties,delete,procurement,view,false,403,true,""
parties,delete,procurement,create,false,403,true,""
parties,delete,procurement,edit,false,403,true,""
parties,delete,procurement,delete,false,403,true,""
parties,delete,procurement,approve,false,403,true,""
parties,delete,production,view,false,403,true,""
parties,delete,production,create,false,403,true,""
parties,delete,production,edit,false,403,true,""
parties,delete,production,delete,false,403,true,""
parties,delete,shift_log,view,false,403,true,""
parties,delete,shift_log,create,false,403,true,""
parties,delete,shift_log,delete,false,403,true,""
parties,delete,sales,view,false,403,true,""
parties,delete,sales,create,false,403,true,""
parties,delete,sales,edit,false,403,true,""
parties,delete,sales,delete,false,403,true,""
parties,delete,sales,approve,false,403,true,""
parties,delete,sales,export,false,403,true,""
parties,delete,parties,view,false,403,true,""
parties,delete,parties,create,false,403,true,""
parties,delete,parties,edit,false,403,true,""
parties,delete,parties,delete,true,404,true,""
parties,delete,expenses,view,false,403,true,""
parties,delete,expenses,create,false,403,true,""
parties,delete,expenses,edit,false,403,true,""
parties,delete,expenses,delete,false,403,true,""
parties,delete,locations,view,false,403,true,""
parties,delete,locations,create,false,403,true,""
parties,delete,locations,edit,false,403,true,""
parties,delete,locations,delete,false,403,true,""
parties,delete,reports,view,false,403,true,""
parties,delete,settings,view,false,403,true,""
parties,delete,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
parties,delete,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
parties,delete,returns,view,false,403,true,""
parties,delete,returns,create,false,403,true,""
parties,delete,returns,approve,false,403,true,""
parties,delete,users,view,false,403,true,""
parties,delete,users,create,false,403,true,""
parties,delete,users,edit,false,403,true,""
parties,delete,users,delete,false,403,true,""
parties,delete,billing,view,false,403,true,""
parties,delete,billing,create,false,403,true,""
parties,delete,billing,edit,false,403,true,""
parties,delete,stock_transfers,view,false,200,false,"no permission check on GET at all"
parties,delete,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
expenses,view,dashboard,view,false,403,true,""
expenses,view,dashboard,export,false,403,true,""
expenses,view,catalog,view,false,403,true,""
expenses,view,catalog,create,false,403,true,""
expenses,view,catalog,edit,false,403,true,""
expenses,view,catalog,delete,false,403,true,""
expenses,view,inventory,view,false,403,true,""
expenses,view,inventory,create,false,403,true,""
expenses,view,inventory,edit,false,403,true,""
expenses,view,procurement,view,false,403,true,""
expenses,view,procurement,create,false,403,true,""
expenses,view,procurement,edit,false,403,true,""
expenses,view,procurement,delete,false,403,true,""
expenses,view,procurement,approve,false,403,true,""
expenses,view,production,view,false,403,true,""
expenses,view,production,create,false,403,true,""
expenses,view,production,edit,false,403,true,""
expenses,view,production,delete,false,403,true,""
expenses,view,shift_log,view,false,403,true,""
expenses,view,shift_log,create,false,403,true,""
expenses,view,shift_log,delete,false,403,true,""
expenses,view,sales,view,false,403,true,""
expenses,view,sales,create,false,403,true,""
expenses,view,sales,edit,false,403,true,""
expenses,view,sales,delete,false,403,true,""
expenses,view,sales,approve,false,403,true,""
expenses,view,sales,export,false,403,true,""
expenses,view,parties,view,false,403,true,""
expenses,view,parties,create,false,403,true,""
expenses,view,parties,edit,false,403,true,""
expenses,view,parties,delete,false,403,true,""
expenses,view,expenses,view,true,200,true,""
expenses,view,expenses,create,false,403,true,""
expenses,view,expenses,edit,false,403,true,""
expenses,view,expenses,delete,false,403,true,""
expenses,view,locations,view,false,403,true,""
expenses,view,locations,create,false,403,true,""
expenses,view,locations,edit,false,403,true,""
expenses,view,locations,delete,false,403,true,""
expenses,view,reports,view,false,403,true,""
expenses,view,settings,view,false,403,true,""
expenses,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
expenses,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
expenses,view,returns,view,false,403,true,""
expenses,view,returns,create,false,403,true,""
expenses,view,returns,approve,false,403,true,""
expenses,view,users,view,false,403,true,""
expenses,view,users,create,false,403,true,""
expenses,view,users,edit,false,403,true,""
expenses,view,users,delete,false,403,true,""
expenses,view,billing,view,false,403,true,""
expenses,view,billing,create,false,403,true,""
expenses,view,billing,edit,false,403,true,""
expenses,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
expenses,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
expenses,create,dashboard,view,false,403,true,""
expenses,create,dashboard,export,false,403,true,""
expenses,create,catalog,view,false,403,true,""
expenses,create,catalog,create,false,403,true,""
expenses,create,catalog,edit,false,403,true,""
expenses,create,catalog,delete,false,403,true,""
expenses,create,inventory,view,false,403,true,""
expenses,create,inventory,create,false,403,true,""
expenses,create,inventory,edit,false,403,true,""
expenses,create,procurement,view,false,403,true,""
expenses,create,procurement,create,false,403,true,""
expenses,create,procurement,edit,false,403,true,""
expenses,create,procurement,delete,false,403,true,""
expenses,create,procurement,approve,false,403,true,""
expenses,create,production,view,false,403,true,""
expenses,create,production,create,false,403,true,""
expenses,create,production,edit,false,403,true,""
expenses,create,production,delete,false,403,true,""
expenses,create,shift_log,view,false,403,true,""
expenses,create,shift_log,create,false,403,true,""
expenses,create,shift_log,delete,false,403,true,""
expenses,create,sales,view,false,403,true,""
expenses,create,sales,create,false,403,true,""
expenses,create,sales,edit,false,403,true,""
expenses,create,sales,delete,false,403,true,""
expenses,create,sales,approve,false,403,true,""
expenses,create,sales,export,false,403,true,""
expenses,create,parties,view,false,403,true,""
expenses,create,parties,create,false,403,true,""
expenses,create,parties,edit,false,403,true,""
expenses,create,parties,delete,false,403,true,""
expenses,create,expenses,view,false,403,true,""
expenses,create,expenses,create,true,400,true,""
expenses,create,expenses,edit,false,403,true,""
expenses,create,expenses,delete,false,403,true,""
expenses,create,locations,view,false,403,true,""
expenses,create,locations,create,false,403,true,""
expenses,create,locations,edit,false,403,true,""
expenses,create,locations,delete,false,403,true,""
expenses,create,reports,view,false,403,true,""
expenses,create,settings,view,false,403,true,""
expenses,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
expenses,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
expenses,create,returns,view,false,403,true,""
expenses,create,returns,create,false,403,true,""
expenses,create,returns,approve,false,403,true,""
expenses,create,users,view,false,403,true,""
expenses,create,users,create,false,403,true,""
expenses,create,users,edit,false,403,true,""
expenses,create,users,delete,false,403,true,""
expenses,create,billing,view,false,403,true,""
expenses,create,billing,create,false,403,true,""
expenses,create,billing,edit,false,403,true,""
expenses,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
expenses,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
expenses,edit,dashboard,view,false,403,true,""
expenses,edit,dashboard,export,false,403,true,""
expenses,edit,catalog,view,false,403,true,""
expenses,edit,catalog,create,false,403,true,""
expenses,edit,catalog,edit,false,403,true,""
expenses,edit,catalog,delete,false,403,true,""
expenses,edit,inventory,view,false,403,true,""
expenses,edit,inventory,create,false,403,true,""
expenses,edit,inventory,edit,false,403,true,""
expenses,edit,procurement,view,false,403,true,""
expenses,edit,procurement,create,false,403,true,""
expenses,edit,procurement,edit,false,403,true,""
expenses,edit,procurement,delete,false,403,true,""
expenses,edit,procurement,approve,false,403,true,""
expenses,edit,production,view,false,403,true,""
expenses,edit,production,create,false,403,true,""
expenses,edit,production,edit,false,403,true,""
expenses,edit,production,delete,false,403,true,""
expenses,edit,shift_log,view,false,403,true,""
expenses,edit,shift_log,create,false,403,true,""
expenses,edit,shift_log,delete,false,403,true,""
expenses,edit,sales,view,false,403,true,""
expenses,edit,sales,create,false,403,true,""
expenses,edit,sales,edit,false,403,true,""
expenses,edit,sales,delete,false,403,true,""
expenses,edit,sales,approve,false,403,true,""
expenses,edit,sales,export,false,403,true,""
expenses,edit,parties,view,false,403,true,""
expenses,edit,parties,create,false,403,true,""
expenses,edit,parties,edit,false,403,true,""
expenses,edit,parties,delete,false,403,true,""
expenses,edit,expenses,view,false,403,true,""
expenses,edit,expenses,create,false,403,true,""
expenses,edit,expenses,edit,true,404,true,""
expenses,edit,expenses,delete,false,403,true,""
expenses,edit,locations,view,false,403,true,""
expenses,edit,locations,create,false,403,true,""
expenses,edit,locations,edit,false,403,true,""
expenses,edit,locations,delete,false,403,true,""
expenses,edit,reports,view,false,403,true,""
expenses,edit,settings,view,false,403,true,""
expenses,edit,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
expenses,edit,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
expenses,edit,returns,view,false,403,true,""
expenses,edit,returns,create,false,403,true,""
expenses,edit,returns,approve,false,403,true,""
expenses,edit,users,view,false,403,true,""
expenses,edit,users,create,false,403,true,""
expenses,edit,users,edit,false,403,true,""
expenses,edit,users,delete,false,403,true,""
expenses,edit,billing,view,false,403,true,""
expenses,edit,billing,create,false,403,true,""
expenses,edit,billing,edit,false,403,true,""
expenses,edit,stock_transfers,view,false,200,false,"no permission check on GET at all"
expenses,edit,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
expenses,delete,dashboard,view,false,403,true,""
expenses,delete,dashboard,export,false,403,true,""
expenses,delete,catalog,view,false,403,true,""
expenses,delete,catalog,create,false,403,true,""
expenses,delete,catalog,edit,false,403,true,""
expenses,delete,catalog,delete,false,403,true,""
expenses,delete,inventory,view,false,403,true,""
expenses,delete,inventory,create,false,403,true,""
expenses,delete,inventory,edit,false,403,true,""
expenses,delete,procurement,view,false,403,true,""
expenses,delete,procurement,create,false,403,true,""
expenses,delete,procurement,edit,false,403,true,""
expenses,delete,procurement,delete,false,403,true,""
expenses,delete,procurement,approve,false,403,true,""
expenses,delete,production,view,false,403,true,""
expenses,delete,production,create,false,403,true,""
expenses,delete,production,edit,false,403,true,""
expenses,delete,production,delete,false,403,true,""
expenses,delete,shift_log,view,false,403,true,""
expenses,delete,shift_log,create,false,403,true,""
expenses,delete,shift_log,delete,false,403,true,""
expenses,delete,sales,view,false,403,true,""
expenses,delete,sales,create,false,403,true,""
expenses,delete,sales,edit,false,403,true,""
expenses,delete,sales,delete,false,403,true,""
expenses,delete,sales,approve,false,403,true,""
expenses,delete,sales,export,false,403,true,""
expenses,delete,parties,view,false,403,true,""
expenses,delete,parties,create,false,403,true,""
expenses,delete,parties,edit,false,403,true,""
expenses,delete,parties,delete,false,403,true,""
expenses,delete,expenses,view,false,403,true,""
expenses,delete,expenses,create,false,403,true,""
expenses,delete,expenses,edit,false,403,true,""
expenses,delete,expenses,delete,true,404,true,""
expenses,delete,locations,view,false,403,true,""
expenses,delete,locations,create,false,403,true,""
expenses,delete,locations,edit,false,403,true,""
expenses,delete,locations,delete,false,403,true,""
expenses,delete,reports,view,false,403,true,""
expenses,delete,settings,view,false,403,true,""
expenses,delete,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
expenses,delete,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
expenses,delete,returns,view,false,403,true,""
expenses,delete,returns,create,false,403,true,""
expenses,delete,returns,approve,false,403,true,""
expenses,delete,users,view,false,403,true,""
expenses,delete,users,create,false,403,true,""
expenses,delete,users,edit,false,403,true,""
expenses,delete,users,delete,false,403,true,""
expenses,delete,billing,view,false,403,true,""
expenses,delete,billing,create,false,403,true,""
expenses,delete,billing,edit,false,403,true,""
expenses,delete,stock_transfers,view,false,200,false,"no permission check on GET at all"
expenses,delete,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
locations,view,dashboard,view,false,403,true,""
locations,view,dashboard,export,false,403,true,""
locations,view,catalog,view,false,403,true,""
locations,view,catalog,create,false,403,true,""
locations,view,catalog,edit,false,403,true,""
locations,view,catalog,delete,false,403,true,""
locations,view,inventory,view,false,403,true,""
locations,view,inventory,create,false,403,true,""
locations,view,inventory,edit,false,403,true,""
locations,view,procurement,view,false,403,true,""
locations,view,procurement,create,false,403,true,""
locations,view,procurement,edit,false,403,true,""
locations,view,procurement,delete,false,403,true,""
locations,view,procurement,approve,false,403,true,""
locations,view,production,view,false,403,true,""
locations,view,production,create,false,403,true,""
locations,view,production,edit,false,403,true,""
locations,view,production,delete,false,403,true,""
locations,view,shift_log,view,false,403,true,""
locations,view,shift_log,create,false,403,true,""
locations,view,shift_log,delete,false,403,true,""
locations,view,sales,view,false,403,true,""
locations,view,sales,create,false,403,true,""
locations,view,sales,edit,false,403,true,""
locations,view,sales,delete,false,403,true,""
locations,view,sales,approve,false,403,true,""
locations,view,sales,export,false,403,true,""
locations,view,parties,view,false,403,true,""
locations,view,parties,create,false,403,true,""
locations,view,parties,edit,false,403,true,""
locations,view,parties,delete,false,403,true,""
locations,view,expenses,view,false,403,true,""
locations,view,expenses,create,false,403,true,""
locations,view,expenses,edit,false,403,true,""
locations,view,expenses,delete,false,403,true,""
locations,view,locations,view,true,200,true,""
locations,view,locations,create,false,403,true,""
locations,view,locations,edit,false,403,true,""
locations,view,locations,delete,false,403,true,""
locations,view,reports,view,false,403,true,""
locations,view,settings,view,false,403,true,""
locations,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
locations,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
locations,view,returns,view,false,403,true,""
locations,view,returns,create,false,403,true,""
locations,view,returns,approve,false,403,true,""
locations,view,users,view,false,403,true,""
locations,view,users,create,false,403,true,""
locations,view,users,edit,false,403,true,""
locations,view,users,delete,false,403,true,""
locations,view,billing,view,false,403,true,""
locations,view,billing,create,false,403,true,""
locations,view,billing,edit,false,403,true,""
locations,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
locations,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
locations,create,dashboard,view,false,403,true,""
locations,create,dashboard,export,false,403,true,""
locations,create,catalog,view,false,403,true,""
locations,create,catalog,create,false,403,true,""
locations,create,catalog,edit,false,403,true,""
locations,create,catalog,delete,false,403,true,""
locations,create,inventory,view,false,403,true,""
locations,create,inventory,create,false,403,true,""
locations,create,inventory,edit,false,403,true,""
locations,create,procurement,view,false,403,true,""
locations,create,procurement,create,false,403,true,""
locations,create,procurement,edit,false,403,true,""
locations,create,procurement,delete,false,403,true,""
locations,create,procurement,approve,false,403,true,""
locations,create,production,view,false,403,true,""
locations,create,production,create,false,403,true,""
locations,create,production,edit,false,403,true,""
locations,create,production,delete,false,403,true,""
locations,create,shift_log,view,false,403,true,""
locations,create,shift_log,create,false,403,true,""
locations,create,shift_log,delete,false,403,true,""
locations,create,sales,view,false,403,true,""
locations,create,sales,create,false,403,true,""
locations,create,sales,edit,false,403,true,""
locations,create,sales,delete,false,403,true,""
locations,create,sales,approve,false,403,true,""
locations,create,sales,export,false,403,true,""
locations,create,parties,view,false,403,true,""
locations,create,parties,create,false,403,true,""
locations,create,parties,edit,false,403,true,""
locations,create,parties,delete,false,403,true,""
locations,create,expenses,view,false,403,true,""
locations,create,expenses,create,false,403,true,""
locations,create,expenses,edit,false,403,true,""
locations,create,expenses,delete,false,403,true,""
locations,create,locations,view,false,403,true,""
locations,create,locations,create,true,400,true,""
locations,create,locations,edit,false,403,true,""
locations,create,locations,delete,false,403,true,""
locations,create,reports,view,false,403,true,""
locations,create,settings,view,false,403,true,""
locations,create,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
locations,create,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
locations,create,returns,view,false,403,true,""
locations,create,returns,create,false,403,true,""
locations,create,returns,approve,false,403,true,""
locations,create,users,view,false,403,true,""
locations,create,users,create,false,403,true,""
locations,create,users,edit,false,403,true,""
locations,create,users,delete,false,403,true,""
locations,create,billing,view,false,403,true,""
locations,create,billing,create,false,403,true,""
locations,create,billing,edit,false,403,true,""
locations,create,stock_transfers,view,false,200,false,"no permission check on GET at all"
locations,create,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
locations,edit,dashboard,view,false,403,true,""
locations,edit,dashboard,export,false,403,true,""
locations,edit,catalog,view,false,403,true,""
locations,edit,catalog,create,false,403,true,""
locations,edit,catalog,edit,false,403,true,""
locations,edit,catalog,delete,false,403,true,""
locations,edit,inventory,view,false,403,true,""
locations,edit,inventory,create,false,403,true,""
locations,edit,inventory,edit,false,403,true,""
locations,edit,procurement,view,false,403,true,""
locations,edit,procurement,create,false,403,true,""
locations,edit,procurement,edit,false,403,true,""
locations,edit,procurement,delete,false,403,true,""
locations,edit,procurement,approve,false,403,true,""
locations,edit,production,view,false,403,true,""
locations,edit,production,create,false,403,true,""
locations,edit,production,edit,false,403,true,""
locations,edit,production,delete,false,403,true,""
locations,edit,shift_log,view,false,403,true,""
locations,edit,shift_log,create,false,403,true,""
locations,edit,shift_log,delete,false,403,true,""
locations,edit,sales,view,false,403,true,""
locations,edit,sales,create,false,403,true,""
locations,edit,sales,edit,false,403,true,""
locations,edit,sales,delete,false,403,true,""
locations,edit,sales,approve,false,403,true,""
locations,edit,sales,export,false,403,true,""
locations,edit,parties,view,false,403,true,""
locations,edit,parties,create,false,403,true,""
locations,edit,parties,edit,false,403,true,""
locations,edit,parties,delete,false,403,true,""
locations,edit,expenses,view,false,403,true,""
locations,edit,expenses,create,false,403,true,""
locations,edit,expenses,edit,false,403,true,""
locations,edit,expenses,delete,false,403,true,""
locations,edit,locations,view,false,403,true,""
locations,edit,locations,create,false,403,true,""
locations,edit,locations,edit,true,404,true,""
locations,edit,locations,delete,false,403,true,""
locations,edit,reports,view,false,403,true,""
locations,edit,settings,view,false,403,true,""
locations,edit,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
locations,edit,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
locations,edit,returns,view,false,403,true,""
locations,edit,returns,create,false,403,true,""
locations,edit,returns,approve,false,403,true,""
locations,edit,users,view,false,403,true,""
locations,edit,users,create,false,403,true,""
locations,edit,users,edit,false,403,true,""
locations,edit,users,delete,false,403,true,""
locations,edit,billing,view,false,403,true,""
locations,edit,billing,create,false,403,true,""
locations,edit,billing,edit,false,403,true,""
locations,edit,stock_transfers,view,false,200,false,"no permission check on GET at all"
locations,edit,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
locations,delete,dashboard,view,false,403,true,""
locations,delete,dashboard,export,false,403,true,""
locations,delete,catalog,view,false,403,true,""
locations,delete,catalog,create,false,403,true,""
locations,delete,catalog,edit,false,403,true,""
locations,delete,catalog,delete,false,403,true,""
locations,delete,inventory,view,false,403,true,""
locations,delete,inventory,create,false,403,true,""
locations,delete,inventory,edit,false,403,true,""
locations,delete,procurement,view,false,403,true,""
locations,delete,procurement,create,false,403,true,""
locations,delete,procurement,edit,false,403,true,""
locations,delete,procurement,delete,false,403,true,""
locations,delete,procurement,approve,false,403,true,""
locations,delete,production,view,false,403,true,""
locations,delete,production,create,false,403,true,""
locations,delete,production,edit,false,403,true,""
locations,delete,production,delete,false,403,true,""
locations,delete,shift_log,view,false,403,true,""
locations,delete,shift_log,create,false,403,true,""
locations,delete,shift_log,delete,false,403,true,""
locations,delete,sales,view,false,403,true,""
locations,delete,sales,create,false,403,true,""
locations,delete,sales,edit,false,403,true,""
locations,delete,sales,delete,false,403,true,""
locations,delete,sales,approve,false,403,true,""
locations,delete,sales,export,false,403,true,""
locations,delete,parties,view,false,403,true,""
locations,delete,parties,create,false,403,true,""
locations,delete,parties,edit,false,403,true,""
locations,delete,parties,delete,false,403,true,""
locations,delete,expenses,view,false,403,true,""
locations,delete,expenses,create,false,403,true,""
locations,delete,expenses,edit,false,403,true,""
locations,delete,expenses,delete,false,403,true,""
locations,delete,locations,view,false,403,true,""
locations,delete,locations,create,false,403,true,""
locations,delete,locations,edit,false,403,true,""
locations,delete,locations,delete,true,404,true,""
locations,delete,reports,view,false,403,true,""
locations,delete,settings,view,false,403,true,""
locations,delete,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
locations,delete,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
locations,delete,returns,view,false,403,true,""
locations,delete,returns,create,false,403,true,""
locations,delete,returns,approve,false,403,true,""
locations,delete,users,view,false,403,true,""
locations,delete,users,create,false,403,true,""
locations,delete,users,edit,false,403,true,""
locations,delete,users,delete,false,403,true,""
locations,delete,billing,view,false,403,true,""
locations,delete,billing,create,false,403,true,""
locations,delete,billing,edit,false,403,true,""
locations,delete,stock_transfers,view,false,200,false,"no permission check on GET at all"
locations,delete,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
reports,view,dashboard,view,false,403,true,""
reports,view,dashboard,export,false,403,true,""
reports,view,catalog,view,false,403,true,""
reports,view,catalog,create,false,403,true,""
reports,view,catalog,edit,false,403,true,""
reports,view,catalog,delete,false,403,true,""
reports,view,inventory,view,false,403,true,""
reports,view,inventory,create,false,403,true,""
reports,view,inventory,edit,false,403,true,""
reports,view,procurement,view,false,403,true,""
reports,view,procurement,create,false,403,true,""
reports,view,procurement,edit,false,403,true,""
reports,view,procurement,delete,false,403,true,""
reports,view,procurement,approve,false,403,true,""
reports,view,production,view,false,403,true,""
reports,view,production,create,false,403,true,""
reports,view,production,edit,false,403,true,""
reports,view,production,delete,false,403,true,""
reports,view,shift_log,view,false,403,true,""
reports,view,shift_log,create,false,403,true,""
reports,view,shift_log,delete,false,403,true,""
reports,view,sales,view,false,403,true,""
reports,view,sales,create,false,403,true,""
reports,view,sales,edit,false,403,true,""
reports,view,sales,delete,false,403,true,""
reports,view,sales,approve,false,403,true,""
reports,view,sales,export,false,403,true,""
reports,view,parties,view,false,403,true,""
reports,view,parties,create,false,403,true,""
reports,view,parties,edit,false,403,true,""
reports,view,parties,delete,false,403,true,""
reports,view,expenses,view,false,403,true,""
reports,view,expenses,create,false,403,true,""
reports,view,expenses,edit,false,403,true,""
reports,view,expenses,delete,false,403,true,""
reports,view,locations,view,false,403,true,""
reports,view,locations,create,false,403,true,""
reports,view,locations,edit,false,403,true,""
reports,view,locations,delete,false,403,true,""
reports,view,reports,view,true,200,true,""
reports,view,settings,view,false,403,true,""
reports,view,vendor_orders,view,false,403,true,"internal roles; only checked on vendor portal"
reports,view,customer_orders,view,false,403,true,"internal roles; only checked on customer portal"
reports,view,returns,view,false,403,true,""
reports,view,returns,create,false,403,true,""
reports,view,returns,approve,false,403,true,""
reports,view,users,view,false,403,true,""
reports,view,users,create,false,403,true,""
reports,view,users,edit,false,403,true,""
reports,view,users,delete,false,403,true,""
reports,view,billing,view,false,403,true,""
reports,view,billing,create,false,403,true,""
reports,view,billing,edit,false,403,true,""
reports,view,stock_transfers,view,false,200,false,"no permission check on GET at all"
reports,view,stock_transfers,create,false,403,true,"checked against inventory:create, not stock_transfers"
settings,view,dashboard,view,false,403,true,""
settings,view,dashboard,export,false,403,true,""
settings,view,catalog,view,false,403,true,""
settings,view,catalog,create,false,403,true,""
settings,view,catalog,edit,false,403,true,""
settings,view,catalog,delete,false,403,true,""
settings,view,inventory,view,false,403,true,""
settings,view,inventory,create,false,403,true,""
settings,view,inventory,edit,false,403,true,""
settings,view,procurement,view,false,403,true,""
settings,view,procurement,create,false,403,true,""
settings,view,procurement,edit,false,403,true,""
settings,view,procurement,delete,false,403,true,""
settings,view,procurement,approve,false,403,true,""
settings,view,production,view,false,403,true,""
settings,view,production,create,false,403,true,""
settings,view,production,edit,false,403,true,""
settings,view,production,delete,false,403,true,""
settings,view,shift_log,view,false,403,true,""
settings,view,shift_log,create,false,403,true,""
settings,view,shift_log,delete,false,403,true,""
settings,view,sales,view,false,403,true,""
settings,view,sales,create,false,403,true,""
settings,view,sales,edit,false,403,true,""
settings,view,sales,delete,false,403,true,""
settings,view,sales,approve,false,403,true,""
settings,view,sales,export,false,403,true,""
settings,view,parties,view,false,403,true,""
settings,view,parties,create,false,403,true,""
settings,view,parties,edit,false,403,true,""
settings,view,parties,delete,false,403,true,""
settings,view,expenses,view,false,403,true,""
settings,view,expenses,create,false,403,true,""
settings,view,expenses,edit,false,403,true,""
settings,view,expenses,delete,false,403,true,""
settings,view,locations,view,false,403,true,""
settings,view,locations,create,false,403,true,""
settings,view,locations,edit,false,403,true,""
settings,view,locations,delete,false,403,true,""
settings,view,reports,view,false,403,true,""
settings,view,settings,view,true,200,true,""
